date,ON,ON_vol_bn,1W,1W_vol_bn,2W,2W_vol_bn,1M,1M_vol_bn,3M,3M_vol_bn,6M,6M_vol_bn,9M,9M_vol_bn
11/04/2023,2.95,189911,2.98,12229,3.01,1200,3.06,4385,3.05,2669,3.44,66,3.61,91
12/04/2023,2.94,194393,2.97,21025,3,2885,3.04,2300,3.04,3427,3.43,85,3.59,91
13/04/2023,2.94,202937,2.97,23264,3,7120,3.05,4230,3.04,2761,3.49,56,3.63,91
14/04/2023,2.94,198322,2.97,12955,2.99,5525,3.02,3355,3.05,2499,3.47,137,3.58,38
17/04/2023,2.95,198785,2.98,14015,3.01,2840,3.05,1760,3.14,2355,3.41,38,3.59,4
18/04/2023,2.96,192641,2.99,9835,3.01,2600,3.05,4250,3.1,3195,3.48,53,3.61,6
19/04/2023,2.89,206637,2.94,8050,2.98,1413,2.94,695,3.09,501,3.44,61,3.61,7
20/04/2023,2.94,218607,2.96,11265,3,2060,3.04,5790,3.06,2515,3.45,53,3.62,3
21/04/2023,2.94,237283,2.96,16309,3,8240,3.03,4680,3.06,1335,3.42,61,3.62,3
24/04/2023,2.94,205430,2.97,1545,3,14279,3.04,5435,3.09,852,3.49,199,3.63,5
25/04/2023,2.9,198399,2.92,3360,2.97,7034,3,75,3,3307,3.39,157,3.48,5
26/04/2023,2.9,192253,2.95,3370,2.97,4405,3,970,3.01,2759,3.38,120,3.5,168
27/04/2023,2.77,190865,2.74,21914,2.89,9138,2.77,4286,2.95,1710,3.34,1765,3.48,2
28/04/2023,2.79,190865,2.85,285398,2.86,15637,2.79,1860,2.95,1879,3.36,1223,3.47,2
01/05/2023,2.69,,2.8,,2.81,,2.74,,2.9,,3.31,,3.43,
02/05/2023,2.69,,2.8,,2.81,,2.74,,2.9,,3.31,,3.43,
03/05/2023,2.68,,2.8,,2.81,,2.74,,2.9,,3.31,,3.43,
04/05/2023,2.82,204167,2.82,23006,2.84,5060,2.84,525,2.93,1156,3.33,78,3.47,2
05/05/2023,2.75,192031,2.76,23585,2.76,5870,2.74,2150,2.89,2021,3.27,64,3.41,2
08/05/2023,2.71,195018,2.72,18180,2.73,7054,2.76,270,2.91,827,3.19,96,3.32,2
09/05/2023,2.58,188734,2.65,11400,2.65,2880,2.6,3600,2.77,901,3.12,83,3.19,6
10/05/2023,2.58,199801,2.64,12090,2.65,1388,2.6,1545,2.75,1183,3.15,534,3.29,2
11/05/2023,2.58,173350,2.63,17697,2.65,8020,2.67,1705,2.76,4192,3.08,149,3.2,2
12/05/2023,2.57,216836,2.63,29232,2.64,9830,2.56,3500,2.77,4218,3.07,136,3.23,2
15/05/2023,2.58,214647,2.62,13323,2.65,6820,2.6,877,2.76,2739,3.07,283,3.25,3
16/05/2023,2.55,189456,2.58,11522,2.61,5882,2.53,40,2.72,7308,3.05,479,3.21,3
17/05/2023,2.65,168879,2.65,9839,2.65,2987,2.5,115,2.76,4216,3.12,52,3.25,40
18/05/2023,2.65,182045,2.65,21487,2.65,2890,2.6,436,2.78,4619,3.09,394,3.22,14
19/05/2023,2.67,207097,2.67,23500,2.67,2314,2.61,2130,2.82,3812,3.1,641,3.25,1
22/05/2023,2.66,197153,2.66,9298,2.66,6205,2.61,230,2.81,2986,3.14,778,3.26,1
23/05/2023,2.66,195872,2.66,12255,2.67,4150,2.68,2300,2.84,2687,3.13,314,3.27,2
24/05/2023,2.66,189861,2.66,21590,2.67,7100,2.67,7330,2.8,3662,3.15,463,3.28,3
25/05/2023,2.66,190626,2.67,22210,2.68,7320,2.68,3420,2.92,4248,3.24,176,3.31,11
26/05/2023,2.69,199696,2.69,25030,2.7,6250,2.73,9610,2.97,3427,3.31,425,3.44,11
29/05/2023,2.71,186977,2.72,15258,2.73,3910,2.76,4469,3,3293,3.36,391,3.5,16
30/05/2023,2.71,214200,2.71,20599,2.72,4400,2.73,4715,2.92,3587,3.28,282,3.4,16
31/05/2023,2.7,246873,2.7,9045,2.7,2875,2.58,3165,2.92,1740,3.27,382,3.45,3
01/06/2023,2.7,163545,2.7,19415,2.7,11887,2.59,590,2.88,1197,3.23,57,3.42,3
02/06/2023,2.67,179937,2.68,20248,2.68,2825,2.58,1050,2.83,920,3.18,182,3.37,3
05/06/2023,2.67,175490,2.67,14198,2.67,3212,2.58,1845,2.84,360,3.2,212,3.35,1
06/06/2023,2.67,182314,2.67,10538,2.67,3350,2.54,350,2.83,813,3.2,216,3.4,49
07/06/2023,2.66,188501,2.66,13585,2.66,2400,2.54,865,2.81,530,3.19,111,3.4,24
08/06/2023,2.66,140437,2.66,11125,2.66,2500,2.54,700,2.83,995,3.2,114,3.37,50
09/06/2023,2.62,208349,2.62,14379,2.62,3589,2.45,1670,2.78,516,3.16,222,3.34,89
12/06/2023,2.61,187471,2.61,17839,2.61,2498,2.45,1852,2.78,1878,3.16,166,3.31,10
13/06/2023,2.57,198235,2.57,12335,2.58,1709,2.43,2667,2.71,3436,3.1,933,3.31,10
14/06/2023,2.55,185431,2.56,9195,2.56,2230,2.55,526,2.65,748,3.06,172,3.19,16
15/06/2023,2.49,205682,2.49,16562,2.51,4303,2.53,1600,2.6,4939,3.06,261,3.19,26
16/06/2023,2.42,210836,2.42,11030,2.43,6063,2.45,340,2.52,1036,2.94,447,3.05,1
19/06/2023,2.4,218849,2.4,15573,2.42,3640,2.44,1693,2.5,2200,2.9,808,3.04,20
20/06/2023,2.38,201550,2.38,8680,2.39,13226,2.33,1523,2.51,2425,2.86,259,3,4
21/06/2023,2.37,189487,2.37,6705,2.39,23691,2.4,642,2.51,2485,2.84,322,3.04,76
22/06/2023,2.34,143519,2.34,43345,2.36,12520,2.37,460,2.39,2386,2.68,199,2.88,14
23/06/2023,2.33,161916,2.33,6064,2.34,6959,2.35,350,2.43,1465,2.74,539,2.94,1
26/06/2023,2.34,184645,2.34,18708,2.36,6669,2.36,3741,2.42,1515,2.69,741,2.89,4
27/06/2023,2.34,192402,2.34,29830,2.36,4525,2.36,734,2.39,2461,2.69,738,2.92,86
28/06/2023,2.34,168594,2.34,53660,2.36,1170,2.36,600,2.38,1840,2.66,847,2.9,1
29/06/2023,2.34,178630,2.34,57643,2.36,4710,2.36,505,2.42,1738,2.7,684,2.87,1
30/06/2023,2.34,361262,2.34,12852,2.36,1685,2.36,1025,2.48,1720,2.75,1687,2.92,1
03/07/2023,2.33,195705,2.34,12565,2.36,3995,2.37,600,2.56,2252,2.86,164,3.02,1
04/07/2023,2.33,208574,2.34,14740,2.36,6058,2.37,4700,2.54,2082,2.88,125,3.06,1
05/07/2023,2.32,197370,2.33,14580,2.34,2865,2.35,5000,2.55,576,2.84,199,3.07,1
06/07/2023,2.33,208676,2.34,12759,2.35,4635,2.34,4364,2.58,2790,2.86,1201,3.07,1
07/07/2023,2.33,,2.34,,2.36,,2.36,,2.6,,2.91,,3.08,
10/07/2023,2.34,188572,2.34,14855,2.36,4340,2.36,5525,2.55,1728,2.84,1160,3.07,29
11/07/2023,2.26,200688,2.26,11560,2.28,3715,2.28,2150,2.52,4358,2.79,195,2.99,27
12/07/2023,2.13,174450,2.12,10904,2.17,5455,2.24,4312,2.49,4232,2.83,419,3.01,27
13/07/2023,2.04,186633,2.04,31355,2.1,4685,2.19,2068,2.48,3004,2.78,430,3,27
14/07/2023,2.03,192240,2.03,11520,2.09,2838,2.18,1425,2.44,2473,2.79,616,2.99,26
17/07/2023,2.03,212188,2.03,13385,2.08,6190,2.16,1050,2.37,933,2.67,336,2.88,26
18/07/2023,2.03,182475,2.03,13478,2.07,13039,2.16,1180,2.38,2953,2.66,436,2.87,26
19/07/2023,2,186297,2,14737,2.04,9319,2.16,730,2.37,3218,2.6,737,2.85,26
20/07/2023,1.96,185846,1.96,14540,2.02,9034,2.14,1923,2.36,3009,2.58,607,2.84,26
21/07/2023,1.95,188536,1.95,12960,2.01,15066,2.14,2800,2.33,6224,2.56,400,2.83,26
24/07/2023,1.85,195231,1.9,10739,1.91,10035,2.09,530,2.3,2650,2.55,250,2.81,26
25/07/2023,1.85,200138,1.9,14420,1.91,4385,2.09,3970,2.28,2685,2.51,140,2.81,100
26/07/2023,1.94,195590,1.94,30029,2,8325,2.12,6120,2.33,1579,2.6,215,2.81,50
27/07/2023,1.92,193870,1.92,23174,1.97,3650,2.08,1274,2.3,2549,2.54,107,2.76,50
28/07/2023,1.92,178109,1.92,23960,1.97,12149,2.08,352,2.32,3319,2.55,99,2.8,4
31/07/2023,1.92,281762,1.92,7230,1.97,5200,2.08,2725,2.33,532,2.56,153,2.78,6
01/08/2023,1.92,226894,1.92,14717,1.97,9370,2.07,1390,2.3,1005,2.5,318,2.74,6
02/08/2023,1.92,195573,1.92,21596,1.96,6339,2.02,2290,2.25,990,2.53,151,2.77,28
03/08/2023,1.92,189154,1.92,16385,1.96,10000,2,660,2.28,1136,2.53,260,2.77,23
04/08/2023,1.91,199327,1.91,11360,1.96,6634,2.05,1255,2.23,273,2.5,131,2.77,23
07/08/2023,1.9,202204,1.9,10585,1.95,5910,2.05,5015,2.26,1710,2.57,145,2.82,23
08/08/2023,1.9,182693,1.9,13880,1.95,5954,2.05,4200,2.26,2850,2.57,337,2.82,23
09/08/2023,1.92,178988,1.92,11260,1.96,10083,2.03,3430,2.31,1835,2.6,87,2.82,23
10/08/2023,1.91,183037,1.91,9845,1.94,9240,1.98,4520,2.3,2043,2.54,313,2.78,19
11/08/2023,1.91,185711,1.91,11115,1.94,11640,1.93,4365,2.29,2792,2.56,237,2.77,3
14/08/2023,1.92,180407,1.92,8740,1.95,6210,2.03,5135,2.3,1340,2.59,224,2.8,3
15/08/2023,1.92,177587,1.92,12624,1.95,3480,2.03,3280,2.36,805,2.62,155,2.82,3
16/08/2023,1.93,173936,1.93,10590,1.96,2397,2.03,5210,2.38,1115,2.67,519,2.84,3
17/08/2023,1.93,168242,1.93,11469,1.97,4490,2.03,3550,2.33,2751,2.64,461,2.87,2
18/08/2023,1.92,175513,1.92,15918,1.95,1490,1.96,388,2.29,3032,2.58,664,2.79,2
21/08/2023,1.92,166317,1.92,5861,1.96,6502,2.03,1670,2.33,3738,2.65,91,2.82,2
22/08/2023,1.92,167040,1.93,6185,1.96,5335,2.03,1614,2.36,5588,2.68,256,2.88,2
23/08/2023,1.92,167065,1.93,6364,1.96,13582,2.03,6215,2.37,4418,2.69,104,2.9,5
24/08/2023,1.91,179279,1.92,8695,1.95,13440,1.98,3910,2.37,3680,2.68,539,2.89,5
25/08/2023,1.92,189039,1.92,5240,1.95,10975,2.03,3453,2.36,1597,2.66,235,2.89,200
28/08/2023,1.91,188055,1.92,11565,1.95,8080,2.03,3578,2.37,3072,2.71,86,2.89,6
29/08/2023,1.91,191285,1.92,17070,1.95,5926,2.04,3420,2.4,3313,2.74,1211,2.92,217
30/08/2023,1.91,178104,1.92,26264,1.95,7327,2.05,2938,2.34,3082,2.75,134,2.94,217
31/08/2023,1.91,178104,1.92,270681,1.94,2220,1.93,2970,2.36,2042,2.72,122,2.9,21
01/09/2023,1.81,,1.87,,1.84,,1.88,,,,2.67,,2.86,
04/09/2023,1.81,,1.87,,1.84,,1.88,,,,2.67,,2.86,
05/09/2023,1.92,175623,1.92,12195,1.95,9011,2.08,1962,,1415,2.74,156,2.92,3
06/09/2023,1.92,172691,1.92,8765,1.95,10098,2.09,2545,,342,2.75,102,2.93,3
07/09/2023,1.93,181995,1.93,10891,1.96,7700,2.06,5070,,286,2.76,206,2.95,3
08/09/2023,1.92,208893,1.92,11665,1.95,8974,2.04,5990,,1043,2.75,445,2.95,3
11/09/2023,1.91,214095,1.92,12745,1.95,7900,2.08,9912,,2025,2.76,164,2.95,3
12/09/2023,1.91,192420,1.92,11865,1.95,5562,2.05,8560,2.46,748,2.73,558,2.93,3
13/09/2023,1.9,189027,1.91,8285,1.94,7350,1.99,5840,2.46,1043,2.72,221,2.89,3
14/09/2023,1.9,139048,1.91,13390,1.94,2840,1.98,4084,2.46,795,2.72,617,2.89,6
15/09/2023,1.9,184138,1.91,14890,1.94,5655,2.04,6805,2.46,159,2.74,46,2.9,11
18/09/2023,1.9,181806,1.91,9390,1.94,2565,2.04,4360,2.46,1192,2.7,116,2.92,4
19/09/2023,1.9,186052,1.91,13494,1.94,3468,1.96,5870,2.42,922,2.72,66,2.91,4
20/09/2023,1.9,181537,1.91,13650,1.94,3988,2.03,1605,2.41,446,2.69,212,2.85,4
21/09/2023,1.9,189817,1.91,13052,1.94,18650,2.02,5729,2.45,762,2.71,520,2.89,4
22/09/2023,1.9,187136,1.91,7259,1.94,12695,2.01,3871,2.49,2571,2.74,406,2.94,5
25/09/2023,1.9,191438,1.91,9250,1.94,6825,1.97,5270,2.46,3784,2.77,548,2.98,5
26/09/2023,1.9,173896,1.91,13370,1.94,12830,2,6270,2.44,2999,2.79,101,2.99,5
27/09/2023,1.9,163471,1.91,22205,1.94,14593,1.97,2730,2.47,2647,2.75,107,2.95,9
28/09/2023,1.9,171390,1.91,24000,1.94,6740,1.95,1032,2.5,917,2.8,427,2.99,117
29/09/2023,1.91,388691,1.92,16979,1.94,8194,2.06,4670,2.5,1663,2.84,321,3.04,5
02/10/2023,1.91,207545,1.92,5927,1.94,6826,1.96,2360,2.52,666,2.86,63,3.04,5
03/10/2023,1.93,197611,1.94,4259,1.96,3310,1.96,7482,2.65,1323,2.97,134,3.18,5
04/10/2023,1.94,182896,1.96,6414,1.97,2865,2.04,4653,2.72,2009,3.03,228,3.24,5
05/10/2023,1.95,199152,1.96,8800,1.97,2535,2.03,1250,2.74,2535,3.05,85,3.24,308
06/10/2023,1.97,210692,1.99,19565,1.99,1747,2,1585,2.73,2839,3.04,66,3.24,308
09/10/2023,1.94,210071,1.99,10730,2,2952,2.08,8300,2.72,3798,3.04,47,3.24,4
10/10/2023,1.99,210254,2,15689,2,3252,2.03,5432,2.72,4373,3.03,84,3.22,4
11/10/2023,1.88,215319,1.94,12068,1.95,4350,2.01,7992,2.66,3957,2.97,99,3.17,8
12/10/2023,1.95,,1.99,,1.99,,2.06,,2.7,,3,,3.22,
13/10/2023,1.98,227452,2,13875,2,3349,2.05,3132,2.7,3161,3.03,688,3.19,8
16/10/2023,1.98,227688,1.99,11435,2,3470,2.04,2957,2.71,3335,3.03,463,3.21,8
17/10/2023,1.98,216862,1.99,13760,2,2700,2,4540,2.72,4252,3.05,69,3.21,3
18/10/2023,1.98,215644,1.99,11694,2,2809,2.05,7220,2.72,4246,3.06,95,3.24,4
19/10/2023,2.02,226831,2.03,17875,2.03,8825,2.06,6013,2.87,6598,3.19,45,3.39,16
20/10/2023,2.03,216346,2.04,13772,2.04,3203,2.04,5545,2.89,2962,3.25,43,3.46,13
23/10/2023,2.03,236935,2.04,9595,2.04,6740,2.04,7565,2.9,645,3.25,220,3.42,6
24/10/2023,2.03,191534,2.04,4320,2.04,1700,2.04,1000,2.88,550,3.22,695,3.43,289
25/10/2023,2.01,221588,2.04,7462,2.03,7790,2.04,5820,2.84,2276,3.12,209,3.3,8
26/10/2023,2.01,208050,2.04,13952,2.03,3283,2.02,1980,2.82,2842,3.1,195,3.28,8
27/10/2023,2,228368,2.03,25732,2,4140,1.95,4010,2.82,1969,3.08,67,3.27,7
30/10/2023,2.02,239543,2.02,23251,2,2995,1.98,1920,2.81,2067,3.07,34,3.26,18
31/10/2023,2.02,305628,2.02,16509,2,2660,1.99,800,2.79,3654,3.07,45,3.28,18
01/11/2023,2.01,221035,2.02,13604,2,2289,2.04,1740,2.76,2582,3.03,108,3.25,5
02/11/2023,2.01,218818,2.02,20480,2.02,4350,2.04,2250,2.75,451,3.02,59,3.27,5
03/11/2023,2.01,216431,2.02,16405,2.02,5430,2.04,700,2.73,2276,2.99,136,3.23,5
06/11/2023,1.98,217167,2.02,17923,2.02,3089,2.03,1390,2.64,1426,2.95,85,3.07,390
07/11/2023,2,222132,2,7885,2,4010,2.03,1000,2.55,1913,2.91,132,3.05,390
08/11/2023,1.97,208511,1.99,11045,1.99,2220,2.02,2110,2.55,2870,2.84,11,3.07,2
09/11/2023,1.98,224102,1.98,11800,1.99,3755,2.09,8859,2.58,3533,2.84,9,3.01,130
10/11/2023,1.98,224313,1.98,20140,1.99,4870,2.09,3129,2.56,3050,2.83,41,2.99,306
13/11/2023,1.96,208163,1.96,10164,1.97,2385,2.06,1734,2.58,87,2.81,15,3,240
14/11/2023,1.96,226459,1.96,15231,1.97,1299,2.02,1250,2.49,1948,2.8,174,2.99,240
15/11/2023,1.96,229857,1.96,14998,1.97,3385,2.04,1010,2.46,2320,2.76,140,2.87,360
16/11/2023,1.94,224734,1.95,18710,1.96,5409,2.04,450,2.44,2022,2.73,337,2.92,435
17/11/2023,1.94,237469,1.95,9830,1.96,9580,2.02,1850,2.23,991,2.71,170,2.85,46
20/11/2023,1.93,253070,1.94,9399,1.95,10469,1.83,6012,2.29,1174,2.67,213,2.91,5
21/11/2023,1.91,238844,1.92,10490,1.93,7074,1.8,604,2.22,1574,2.67,79,2.9,6
22/11/2023,1.91,235515,1.91,16296,1.93,11344,1.99,564,2.22,5882,2.67,135,2.9,15
23/11/2023,1.91,208951,1.91,17139,1.93,9500,1.98,1803,2.23,4244,2.54,84,2.77,25
24/11/2023,1.89,240705,1.9,22379,1.91,5365,1.97,2685,2.26,2259,2.58,33,2.81,10
27/11/2023,1.89,255231,1.89,14687,1.9,3005,1.98,3407,2.23,4421,2.58,90,2.83,10
28/11/2023,1.88,238933,1.88,15655,1.89,6270,1.98,340,2.23,2675,2.58,200,2.77,2
29/11/2023,1.88,241374,1.88,21394,1.89,4280,1.96,1585,2.22,2137,2.55,747,2.75,2
30/11/2023,1.87,293958,1.87,9090,1.88,2820,1.96,1625,2.27,1453,2.49,68,2.69,42
01/12/2023,1.87,239247,1.87,21095,1.88,4369,1.96,700,2.27,862,2.49,132,2.7,4
04/12/2023,1.87,223789,1.87,15990,1.87,6130,1.78,2750,2.22,1455,2.48,49,2.71,6
05/12/2023,1.87,241657,1.87,12338,1.87,3450,1.78,6000,2.24,704,2.49,715,2.7,1
06/12/2023,1.87,237597,1.87,15650,1.87,8030,1.83,5500,2.25,3402,2.48,324,2.69,5
07/12/2023,1.87,219648,1.87,16778,1.87,5339,1.85,5830,2.26,1148,2.5,135,2.72,3
08/12/2023,1.86,248535,1.86,24094,1.86,6731,1.78,5606,2.25,2297,2.49,149,2.7,13
11/12/2023,1.86,248838,1.86,16331,1.86,3094,1.84,7855,2.25,2328,2.5,137,2.71,36
12/12/2023,1.86,233829,1.86,11775,1.86,1480,1.72,7545,2.25,2530,2.49,209,2.71,4
13/12/2023,1.86,237406,1.86,11727,1.86,870,1.81,9610,2.19,2127,2.48,17,2.66,2
14/12/2023,1.8,240260,1.82,12669,1.83,1375,1.74,9805,2.07,1602,2.4,64,2.62,6
15/12/2023,1.8,263961,1.81,10995,1.82,2850,1.74,4450,2.03,2018,2.36,68,2.57,9
18/12/2023,1.79,240821,1.81,18001,1.82,7350,1.74,8714,2.03,2856,2.38,304,2.61,3
19/12/2023,1.78,246790,1.8,13838,1.81,10587,1.74,4925,2.02,3860,2.38,549,2.57,7
20/12/2023,1.78,256762,1.79,14163,1.8,5122,1.74,7208,2,2907,2.36,16,2.55,7
21/12/2023,1.78,260515,1.79,8415,1.8,1250,1.73,14189,2.02,1862,2.35,977,2.6,27
22/12/2023,1.78,271336,1.79,11853,1.8,3639,1.72,15087,2.01,1512,2.36,117,2.57,16
25/12/2023,1.78,269529,1.79,10030,1.8,5630,1.7,7540,2.01,4903,2.36,2014,2.56,3
26/12/2023,1.78,282826,1.79,34265,1.8,14946,1.72,4997,2.02,5662,2.36,1993,2.58,17
27/12/2023,1.78,305359,1.79,28891,1.8,10546,1.7,3921,2.04,4143,2.36,2786,2.59,4
28/12/2023,1.78,312716,1.79,64113,1.8,6889,1.72,2964,2.04,6235,2.37,1776,2.59,4
29/12/2023,1.78,312716,1.79,525304,1.8,3260,1.72,2690,2.06,2362,2.39,126,2.61,14
01/01/2024,1.68,,1.69,,1.75,,1.67,,2.01,,2.32,,2.53,
02/01/2024,1.77,279665,1.78,10500,1.78,4050,1.71,300,2.1,337,2.4,67,2.57,14
03/01/2024,1.76,276749,1.76,15017,1.77,1730,1.74,820,2.07,1266,2.43,64,2.62,14
04/01/2024,1.76,276792,1.76,17585,1.77,2370,1.71,2200,2.06,3970,2.38,68,2.6,14
05/01/2024,1.78,262300,1.78,16690,1.78,3800,1.69,2200,1.93,2015,2.37,86,2.54,1
08/01/2024,1.75,262260,1.76,10775,1.77,2000,1.67,960,1.91,3007,2.31,91,2.5,1
09/01/2024,1.74,257097,1.74,9585,1.76,3560,1.7,500,1.93,3674,2.31,70,2.52,1
10/01/2024,1.72,264687,1.72,11810,1.74,6625,1.67,550,1.89,7529,2.32,52,2.48,8
11/01/2024,1.71,271126,1.71,20024,1.73,6442,1.61,550,1.91,5710,2.32,74,2.52,2
12/01/2024,1.7,269755,1.7,21165,1.73,3875,1.68,550,1.94,2515,2.33,95,2.52,2
15/01/2024,1.55,244845,1.55,13675,1.49,2860,1.57,2070,1.89,5122,2.32,261,2.52,2
16/01/2024,1.42,242400,1.44,15435,1.49,5556,1.52,7700,1.83,7003,2.32,140,2.52,2
17/01/2024,1.38,228809,1.4,9438,1.44,3796,1.48,5680,1.84,8527,2.36,74,2.53,2
18/01/2024,1.38,207711,1.4,13370,1.45,4940,1.46,4075,1.87,5050,2.35,406,2.57,2
19/01/2024,1.38,218783,1.4,7390,1.45,5630,1.48,4918,1.84,3547,2.38,387,2.58,2
22/01/2024,1.38,248954,1.4,13285,1.45,3475,1.47,8230,1.84,1276,2.36,249,2.54,2
23/01/2024,1.38,229030,1.4,15369,1.44,6090,1.44,3230,1.8,4508,2.31,196,2.55,2
24/01/2024,1.37,241049,1.39,14985,1.44,1460,1.44,8633,1.8,4689,2.3,260,2.52,2
25/01/2024,1.36,262652,1.38,13915,1.43,130,1.42,10650,1.81,3159,2.37,576,2.58,2
26/01/2024,1.35,0,1.38,0,1.43,0,1.45,0,1.86,0,2.4,0,2.62,0
29/01/2024,1.35,321145,1.38,15375,1.43,285,1.46,6603,1.85,1344,2.38,1049,2.64,2
30/01/2024,1.35,322406,1.38,13140,1.43,5100,1.46,8745,1.85,3762,2.4,866,2.65,1
31/01/2024,1.36,375815,1.38,3514,1.43,1700,1.46,11934,1.85,4131,2.42,358,2.64,7
01/02/2024,1.36,298803,1.38,5905,1.43,8310,1.51,8740,1.9,291,2.41,358,2.66,7
02/02/2024,1.36,304427,1.38,5440,1.43,14287,1.5,9376,1.89,2223,2.4,785,2.65,7
05/02/2024,1.36,,1.38,,1.43,,1.5,,1.92,,2.44,,2.65,
06/02/2024,1.36,284108,1.38,3330,1.43,14475,1.51,2036,1.91,2253,2.42,294,2.66,5
07/02/2024,1.36,284108,1.38,296924,1.43,12398,1.5,1915,1.89,2253,2.4,91,2.64,5
08/02/2024,1.25,,1.28,,1.38,,1.45,,1.83,,2.33,,2.57,
09/02/2024,1.25,,1.28,,1.38,,1.45,,1.83,,2.33,,2.57,
12/02/2024,1.25,,1.28,,1.38,,1.45,,1.83,,2.33,,2.57,
13/02/2024,1.25,,1.28,,1.38,,1.45,,1.83,,2.33,,2.57,
14/02/2024,1.25,,1.28,,1.38,,1.45,,1.83,,2.33,,2.57,
15/02/2024,1.29,296017,1.32,10485,1.36,1800,1.52,1915,1.9,785,2.4,91,2.62,5
16/02/2024,1.31,326306,1.34,19730,1.38,12140,1.5,2150,1.89,41,2.38,21,2.63,5
19/02/2024,1.31,338134,1.34,22397,1.38,11050,1.51,1945,1.91,825,2.39,10,2.66,5
20/02/2024,1.31,319139,1.34,21431,1.37,17555,1.51,2829,1.93,1819,2.4,910,2.64,6
21/02/2024,1.31,314980,1.34,21730,1.37,7885,1.52,2085,1.9,2656,2.38,597,2.64,7
22/02/2024,1.34,303108,1.37,24365,1.4,2120,1.54,1986,1.94,3773,2.41,350,2.64,7
23/02/2024,1.36,327086,1.39,16880,1.42,9148,1.57,1334,1.99,3230,2.43,494,2.68,7
26/02/2024,1.36,310077,1.39,29564,1.42,3523,1.56,3340,2,4430,2.46,385,2.71,7
27/02/2024,1.36,325092,1.37,20310,1.42,3928,1.56,3515,1.91,4924,2.42,375,2.66,7
28/02/2024,1.34,314785,1.35,23773,1.4,1416,1.51,535,1.9,3165,2.38,461,2.63,8
29/02/2024,1.36,397492,1.39,11415,1.42,4943,1.52,5019,1.91,5186,2.46,345,2.67,8
01/03/2024,1.36,299541,1.39,27380,1.43,13960,1.53,500,1.91,815,2.41,231,2.65,8
04/03/2024,1.36,276349,1.39,34547,1.43,13880,1.5,1700,1.9,717,2.41,156,2.64,8
05/03/2024,1.35,282063,1.38,23055,1.42,12870,1.51,800,1.88,99,2.4,56,2.64,4
06/03/2024,1.35,267890,1.38,39535,1.42,9350,1.5,9653,1.89,810,2.43,273,2.68,2
07/03/2024,1.38,256831,1.42,17935,1.46,9505,1.57,3780,1.98,1291,2.5,230,2.71,2
08/03/2024,1.43,159762,1.46,8360,1.49,3290,1.66,2850,2.05,417,2.62,339,2.84,2
11/03/2024,1.44,251319,1.47,16210,1.5,2313,1.67,2970,2.03,2143,2.59,98,2.78,2
12/03/2024,1.46,241328,1.5,13628,1.54,2000,1.69,4490,2.09,766,2.61,99,2.8,508
13/03/2024,1.47,238596,1.51,13772,1.55,2380,1.74,4670,2.1,1102,2.62,434,2.8,508
14/03/2024,1.47,238163,1.51,16180,1.55,2449,1.76,2520,2.1,1897,2.61,181,2.8,508
15/03/2024,1.48,220359,1.52,26620,1.56,3638,1.73,1600,2.09,2407,2.62,93,2.81,508
18/03/2024,1.48,204206,1.52,9688,1.57,11940,1.76,12270,2.11,3361,2.63,640,2.83,508
19/03/2024,1.52,209596,1.54,11610,1.59,12804,1.76,8456,2.12,2381,2.62,1058,2.83,508
20/03/2024,1.53,90331,1.57,2920,1.62,1049,1.76,1500,2.18,378,2.64,1701,2.84,508
21/03/2024,1.54,231952,1.56,15449,1.62,8975,1.76,10320,2.14,542,2.62,867,2.82,508
22/03/2024,1.53,246569,1.56,15275,1.61,10950,1.75,3780,2.17,2527,2.64,1604,2.85,508
25/03/2024,1.58,256084,1.61,20275,1.66,8754,1.81,1070,2.21,3117,2.66,819,2.85,1
26/03/2024,1.58,247327,1.62,23943,1.66,7619,1.83,4010,2.23,2846,2.66,97,2.86,3
27/03/2024,1.65,232631,1.68,27855,1.71,5180,1.84,2750,2.22,1674,2.68,22,2.87,3
28/03/2024,1.71,223496,1.74,33890,1.76,700,1.9,2346,2.25,618,2.68,147,2.86,1
29/03/2024,1.72,497561,1.76,17000,1.78,6940,1.94,2353,2.34,3208,2.75,211,2.94,1
01/04/2024,1.76,272026,1.77,9807,1.8,10520,1.99,1250,2.34,1375,2.76,104,2.94,114
02/04/2024,1.82,284699,1.84,10854,1.88,19493,2.2,4403,2.48,431,2.88,181,3.04,30
03/04/2024,1.92,278407,1.94,9465,1.98,10970,2.27,1400,2.55,2202,2.92,76,3.11,30
04/04/2024,1.92,272177,1.93,16704,1.98,6630,2.27,931,2.54,3742,2.92,105,3.13,25
05/04/2024,1.92,255760,1.93,15240,1.97,5140,2.18,218,2.37,2015,2.88,105,3.09,25
08/04/2024,1.96,251869,1.98,9764,2.01,8610,2.23,7555,2.41,3497,2.87,83,3.09,25
09/04/2024,1.97,271743,1.98,8740,2.01,9715,2.15,5290,2.37,5154,2.81,7,3.07,2
10/04/2024,1.92,281115,1.94,12955,1.97,1980,2.1,6100,2.33,5119,2.81,115,3.05,2
11/04/2024,1.94,284930,1.95,17895,1.98,3575,2.14,6300,2.36,5903,2.83,76,3.06,2
12/04/2024,1.94,277131,1.95,12360,1.98,6195,2.22,3235,2.4,1359,2.86,37,3.09,34
